#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-06-14T15:26:51 [V7.5.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-06-14T15:26:51	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/other/Nat/598.267/tables1&-out.all&-out.max=unlimited	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.5.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_1038059801
#Name: J/other/Nat/598.267
#Title: List of radio bursts (Li+, 2021)
#INFO	ivoid=ivo://cds.vizier/j/other/nat/598.267	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/other/nat/598.267	    IVOID of underlying data collection
#INFO	creator=Li D.	    First author or institution
#INFO	cites=bibcode:2021Natur.598..267L	    Article or Data origin sources
#INFO	journal=Natu	    Journal name
#INFO	original_date=2021	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/other/Nat/598.267	    Dataset landing page
#INFO	publication_date=2022-09-08	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_other_Nat_598_267_tables1:
#Name: J/other/Nat/598.267/tables1
#Title: All relevant data for the 1652 detected burst events
#Column	recno	(I8)	Record number assigned by the VizieR team. Should Not be used for identification.	[ucd=meta.record]
#Column	Burst	(I4)	Burst ID	[ucd=meta.id;meta.main]
#Column	MJD	(F15.9)	Burst time (MJD) (1)	[ucd=time.epoch]
#Column	DM	(F5.1)	Dispersion measure	[ucd=phys.dispMeasure;instr.dispersion]
#Column	e_DM	(F4.1)	Dispersion measure error	[ucd=stat.error]
#Column	Width	(F5.2)	Pulse width error	[ucd=src.var.pulse]
#Column	e_Width	(F5.2)	Pulse width	[ucd=stat.error;spect.line.width]
#Column	Bandwidth	(F6.3)	Bandwidth (2)	[ucd=em.freq]
#Column	Fp	(F8.3)	Peak flux	[ucd=phot.flux]
#Column	e_Fp	(F4.1)	Peak flux error	[ucd=stat.error]
#Column	Fluence	(F7.4)	Fluence	[ucd=phot.fluence;em.gamma.hard]
#Column	e_Fluence	(F7.4)	Fluence error	[ucd=stat.error;phot.fluence]
#Column	E	(D10.3)	Energy	[ucd=phys.energy]
#Column	e_E	(E10.3)	Energy error	[ucd=stat.error]
recno	Burst	MJD	DM	e_DM	Width	e_Width	Bandwidth	Fp	e_Fp	Fluence	e_Fluence	E	e_E
     987	 987	58748.927545272	566.6	 0.3	 4.08	 0.05	 0.250	  18.480	 1.1	 0.0754	 0.0001	 8.071e+37	 5.000e+34
     988	 988	58748.927831214	565.3	 0.4	 4.78	 0.07	 0.100	   5.900	 0.7	 0.0282	 0.0001	 3.019e+37	 5.000e+34
     989	 989	58748.927831873	564.5	 0.5	 2.40	 0.30	 0.300	  10.870	 1.0	 0.0261	 0.0000	 2.793e+37	 2.000e+34
     990	 990	58748.929596378	565.8	 0.5	 3.10	 0.10	 0.400	 134.220	 1.3	 0.4161	 0.0000	 4.454e+38	 0.000e+00
     991	 991	58748.930320758	564.9	 0.4	 2.47	 0.04	 0.100	   8.270	 1.0	 0.0204	 0.0000	 2.187e+37	 3.000e+34
     992	 992	58748.930528970	566.3	 0.5	 3.20	 0.50	 0.150	   2.566	 0.0	 0.0082	 0.0000	 8.787e+36	 7.000e+33
     993	 993	58748.930822123	565.0	 0.6	 4.22	 0.03	 0.150	  16.310	 0.8	 0.0688	 0.0000	 7.368e+37	 2.000e+34
     994	 994	58748.931118508	563.5	 0.6	 3.95	 0.02	 0.180	  23.880	 1.1	 0.0943	 0.0000	 1.010e+38	 0.000e+00
     995	 995	58748.931118544	566.3	 0.6	16.42	 0.09	 0.180	   9.670	 0.9	 0.1588	 0.0002	 1.700e+38	 1.000e+35
     996	 996	58748.931655473	569.4	 0.7	 4.88	 0.06	 0.200	   8.430	 0.8	 0.0411	 0.0000	 4.404e+37	 4.000e+34
     997	 997	58748.932075230	566.3	 0.4	17.55	 0.09	 0.050	   4.430	 0.6	 0.0777	 0.0002	 8.323e+37	 2.400e+35
     998	 998	58748.932115398	567.0	 0.3	 9.76	 0.09	 0.120	   5.180	 0.6	 0.0506	 0.0001	 5.412e+37	 8.000e+34
     999	 999	58748.933152326	565.7	 0.5	16.24	 0.09	 0.400	   4.130	 0.6	 0.0671	 0.0002	 7.180e+37	 1.900e+35
    1000	1000	58748.933650035	567.7	 0.7	 3.51	 0.03	 0.200	  13.120	 0.9	 0.0461	 0.0000	 4.930e+37	 2.000e+34
    1001	1001	58748.933650064	568.7	 0.6	 1.34	 0.04	 0.100	   4.090	 0.7	 0.0055	 0.0000	 5.867e+36	 2.700e+34
    1002	1002	58748.934887599	565.5	 0.6	 3.77	 0.06	 0.150	  12.180	 1.0	 0.0459	 0.0001	 4.916e+37	 5.000e+34
    1003	1003	58748.937851018	566.2	 0.6	 4.98	 0.06	 0.120	   7.930	 0.8	 0.0395	 0.0000	 4.227e+37	 4.000e+34
    1004	1004	58748.938465774	566.0	 0.5	 2.49	 0.04	 0.110	  19.257	 0.1	 0.0479	 0.0000	 5.130e+37	 4.000e+34
    1005	1005	58748.938941985	563.7	 0.5	 4.47	 0.06	 0.120	   6.239	 0.1	 0.0279	 0.0000	 2.984e+37	 2.000e+34
    1006	1006	58748.939798431	566.0	 0.5	 2.40	 0.40	 0.110	  47.830	 0.3	 0.1147	 0.0001	 1.228e+38	 1.000e+35
    1007	1007	58748.941394457	566.3	 0.5	 5.92	 0.09	 0.105	   6.576	 0.1	 0.0389	 0.0000	 4.168e+37	 3.000e+34
    1008	1008	58748.945900600	564.5	 0.5	 9.65	 0.09	 0.280	   8.910	 0.1	 0.0860	 0.0001	 9.208e+37	 8.000e+34
    1009	1009	58748.946804515	566.0	 0.5	 4.44	 0.06	 0.180	  17.055	 0.1	 0.0757	 0.0001	 8.100e+37	 7.000e+34
    1010	1010	58748.946866461	566.0	 0.5	 5.32	 0.08	 0.500	  39.236	 0.3	 0.2087	 0.0002	 2.234e+38	 1.000e+35
    1011	1011	58748.947411917	568.5	 0.5	 9.55	 0.09	 0.105	   8.103	 0.1	 0.0774	 0.0001	 8.284e+37	 7.000e+34
    1012	1012	58748.947598522	565.4	 0.5	 5.53	 0.08	 0.100	   3.792	 0.0	 0.0210	 0.0000	 2.243e+37	 1.000e+34
    1013	1013	58748.948876932	566.0	 0.5	 4.69	 0.07	 0.090	  10.615	 0.1	 0.0498	 0.0000	 5.328e+37	 4.000e+34
    1014	1014	58748.948914662	566.0	 0.5	 8.63	 0.09	 0.400	  31.894	 0.2	 0.2753	 0.0002	 2.947e+38	 2.000e+35
    1015	1015	58748.949324627	565.4	 0.5	 4.80	 0.70	 0.110	  10.072	 0.1	 0.0484	 0.0000	 5.179e+37	 4.000e+34
    1016	1016	58748.949840485	567.6	 0.5	 7.27	 0.09	 0.110	  10.899	 0.1	 0.0793	 0.0001	 8.486e+37	 7.000e+34
    1017	1017	58748.950668576	566.0	 0.5	 4.10	 0.60	 0.280	  10.441	 0.1	 0.0428	 0.0000	 4.583e+37	 4.000e+34
    1018	1018	58748.950873143	566.0	 0.5	 3.14	 0.05	 0.090	   8.155	 0.1	 0.0256	 0.0000	 2.741e+37	 2.000e+34
    1019	1019	58749.858210514	566.8	 0.3	 3.01	 0.05	 0.220	  11.510	 1.5	 0.0347	 0.0001	 3.709e+37	 7.000e+34
    1020	1020	58749.860341407	565.8	 0.0	 3.08	 0.05	 0.040	  10.590	 1.4	 0.0326	 0.0001	 3.492e+37	 6.000e+34
    1021	1021	58749.860341832	565.9	 0.5	 3.15	 0.04	 0.040	  11.950	 1.3	 0.0376	 0.0001	 4.030e+37	 5.000e+34
    1022	1022	58749.861193920	565.6	 0.5	 6.44	 0.07	 0.300	  11.400	 0.9	 0.0734	 0.0001	 7.859e+37	 6.000e+34
    1023	1023	58749.861193932	567.8	 0.5	 5.32	 0.05	 0.095	   7.560	 0.9	 0.0402	 0.0000	 4.305e+37	 4.000e+34
    1024	1024	58749.862719456	567.9	 0.3	 8.35	 0.09	 0.100	   7.010	 0.7	 0.0585	 0.0001	 6.266e+37	 8.000e+34
    1025	1025	58749.864277268	566.9	 0.2	 4.72	 0.07	 0.060	   8.710	 1.0	 0.0411	 0.0001	 4.401e+37	 7.000e+34
    1026	1026	58749.864472280	565.1	 0.2	 3.26	 0.03	 0.300	  13.130	 1.1	 0.0428	 0.0000	 4.582e+37	 3.000e+34
    1027	1027	58749.864472339	564.7	 0.3	 3.12	 0.04	 0.110	  16.930	 1.2	 0.0528	 0.0000	 5.654e+37	 5.000e+34
    1028	1028	58749.864753008	567.3	 0.4	 3.41	 0.02	 0.100	  18.430	 1.1	 0.0629	 0.0000	 6.728e+37	 2.000e+34
    1029	1029	58749.864753066	565.5	 0.6	 3.21	 0.06	 0.060	  13.270	 1.1	 0.0426	 0.0001	 4.560e+37	 7.000e+34
    1030	1030	58749.865569890	565.9	 0.7	 3.45	 0.03	 0.400	  13.510	 1.1	 0.0466	 0.0000	 4.989e+37	 4.000e+34
    1031	1031	58749.865570886	565.0	 0.2	 6.04	 0.07	 0.400	  12.630	 0.9	 0.0763	 0.0001	 8.166e+37	 6.000e+34
    1032	1032	58749.865570936	566.7	 0.2	 1.68	 0.04	 0.400	   9.490	 1.9	 0.0159	 0.0001	 1.707e+37	 8.000e+34
    1033	1033	58749.865571788	565.1	 0.5	 3.41	 0.04	 0.400	  13.900	 1.1	 0.0474	 0.0000	 5.074e+37	 4.000e+34
    1034	1034	58749.866620701	567.8	 0.7	 2.53	 0.03	 0.300	  15.150	 1.4	 0.0383	 0.0000	 4.103e+37	 4.000e+34
    1035	1035	58749.867805382	566.7	 0.4	 6.25	 0.08	 0.120	   7.840	 0.8	 0.0490	 0.0001	 5.245e+37	 6.000e+34
    1036	1036	58749.868051737	565.4	 0.4	 3.07	 0.07	 0.100	   6.830	 1.1	 0.0210	 0.0001	 2.245e+37	 8.000e+34
    1037	1037	58749.869593574	563.8	 0.7	 6.20	 0.70	 0.350	   8.090	 0.8	 0.0502	 0.0001	 5.369e+37	 6.000e+34
    1038	1038	58749.869844143	563.7	 0.6	 1.79	 0.03	 0.450	  11.990	 1.5	 0.0215	 0.0000	 2.297e+37	 4.000e+34
    1039	1039	58749.869844937	568.2	 1.2	 5.05	 0.04	 0.450	  12.500	 0.9	 0.0631	 0.0000	 6.757e+37	 4.000e+34
    1040	1040	58749.869845058	566.2	 1.2	 2.10	 0.80	 0.400	   4.070	 1.4	 0.0086	 0.0001	 9.149e+36	 1.200e+35
    1041	1041	58749.870237681	565.4	 0.3	 4.33	 0.04	 0.150	  14.060	 1.0	 0.0609	 0.0000	 6.517e+37	 4.000e+34
    1042	1042	58749.872663998	566.4	 0.7	 4.18	 0.01	 0.450	  43.790	 1.2	 0.1830	 0.0000	 1.959e+38	 0.000e+00
    1043	1043	58749.872664035	566.7	 0.8	 3.20	 0.20	 0.210	  44.010	 1.3	 0.1408	 0.0000	 1.508e+38	 0.000e+00
    1044	1044	58749.873348135	566.3	 0.4	 8.43	 0.05	 0.120	  17.060	 0.8	 0.1438	 0.0000	 1.540e+38	 0.000e+00
    1045	1045	58749.873348202	564.2	 0.3	 8.91	 0.06	 0.100	  17.070	 0.9	 0.1521	 0.0001	 1.628e+38	 0.000e+00
    1046	1046	58749.874763108	565.0	 1.2	 3.16	 0.03	 0.200	  16.540	 1.2	 0.0523	 0.0000	 5.595e+37	 3.000e+34
    1047	1047	58749.875195550	563.6	 0.4	 3.37	 0.06	 0.050	   8.640	 1.2	 0.0291	 0.0001	 3.117e+37	 7.000e+34
    1048	1048	58749.877477442	566.0	 0.7	 5.22	 0.03	 0.400	  19.810	 0.9	 0.1034	 0.0000	 1.107e+38	 0.000e+00
    1049	1049	58749.877845465	565.3	 0.3	 2.32	 0.02	 0.200	  20.170	 1.5	 0.0468	 0.0000	 5.009e+37	 3.000e+34
    1050	1050	58749.877845515	566.4	 0.4	 3.47	 0.04	 0.200	  15.680	 1.3	 0.0544	 0.0000	 5.824e+37	 5.000e+34
    1051	1051	58749.879137868	567.9	 0.6	 7.07	 0.09	 0.100	   8.600	 0.8	 0.0608	 0.0001	 6.509e+37	 7.000e+34
    1052	1052	58749.879555245	565.1	 0.4	 5.66	 0.09	 0.120	   6.590	 1.0	 0.0373	 0.0001	 3.993e+37	 1.000e+35
    1053	1053	58749.879556198	566.0	 0.7	 5.27	 0.07	 0.120	   8.160	 0.9	 0.0430	 0.0001	 4.603e+37	 6.000e+34
    1054	1054	58749.879800704	567.1	 0.3	 5.47	 0.06	 0.100	  11.330	 1.0	 0.0620	 0.0001	 6.634e+37	 6.000e+34
    1055	1055	58749.882287004	564.5	 0.4	 6.43	 0.09	 0.135	   7.160	 0.9	 0.0460	 0.0001	 4.928e+37	 8.000e+34
    1056	1056	58749.882833393	566.9	 0.8	 6.28	 0.06	 0.200	  11.180	 0.9	 0.0702	 0.0001	 7.516e+37	 5.000e+34
    1057	1057	58749.885953122	566.8	 0.7	 5.49	 0.04	 0.260	  16.080	 1.0	 0.0883	 0.0000	 9.450e+37	 4.000e+34
    1058	1058	58749.885953127	566.8	 0.3	 1.20	 0.30	 0.220	   5.900	 1.0	 0.0071	 0.0000	 7.579e+36	 3.500e+34
    1059	1059	58749.886585370	566.4	 0.3	 7.83	 0.09	 0.130	   7.900	 0.8	 0.0619	 0.0001	 6.622e+37	 7.000e+34
    1060	1060	58749.889416870	565.3	 0.3	 2.67	 0.01	 0.350	  33.820	 1.4	 0.0903	 0.0000	 9.666e+37	 2.000e+34
    1061	1061	58749.889747623	564.3	 0.5	 3.44	 0.01	 0.350	  59.900	 1.3	 0.2061	 0.0000	 2.206e+38	 0.000e+00
    1062	1062	58749.892547278	565.9	 0.3	 3.48	 0.04	 0.140	  13.900	 1.2	 0.0484	 0.0000	 5.178e+37	 4.000e+34
    1063	1063	58749.892803314	567.2	 0.4	 3.42	 0.03	 0.040	  13.680	 1.1	 0.0468	 0.0000	 5.008e+37	 4.000e+34
    1064	1064	58749.893561664	565.3	 0.2	 3.96	 0.02	 0.120	  24.460	 1.1	 0.0969	 0.0000	 1.037e+38	 0.000e+00
    1065	1065	58749.893592799	565.4	 0.2	 4.46	 0.03	 0.230	  21.150	 1.0	 0.0943	 0.0000	 1.010e+38	 0.000e+00
    1066	1066	58749.893807212	564.6	 0.3	 2.32	 0.00	 0.450	 480.040	 1.8	 1.1137	 0.0000	 1.192e+39	 0.000e+00
    1067	1067	58749.893807289	568.4	 0.6	 5.77	 0.05	 0.230	  15.570	 0.9	 0.0898	 0.0000	 9.617e+37	 5.000e+34
    1068	1068	58749.893808911	566.9	 0.3	 3.40	 0.50	 0.450	   8.190	 1.1	 0.0278	 0.0001	 2.981e+37	 6.000e+34
    1069	1069	58750.856970403	566.0	 0.5	 2.83	 0.04	 0.260	  59.481	 0.7	 0.1681	 0.0002	 1.800e+38	 2.000e+35
    1070	1070	58750.857195899	568.5	 0.7	 4.60	 0.40	 0.300	  15.010	 1.1	 0.0691	 0.0000	 7.391e+37	 5.000e+34
    1071	1071	58750.857410400	568.5	 0.5	 4.98	 0.07	 0.110	   5.829	 0.1	 0.0290	 0.0000	 3.106e+37	 4.000e+34
    1072	1072	58750.859491689	563.7	 0.4	 2.64	 0.03	 0.050	  18.810	 1.5	 0.0497	 0.0000	 5.316e+37	 4.000e+34
    1073	1073	58750.861083486	564.3	 0.7	 5.21	 0.07	 0.040	   9.930	 1.1	 0.0517	 0.0001	 5.538e+37	 8.000e+34
    1074	1074	58750.861199049	566.1	 0.5	 5.29	 0.05	 0.110	  15.780	 1.1	 0.0835	 0.0001	 8.936e+37	 5.000e+34
    1075	1075	58750.861199054	565.6	 0.6	 5.08	 0.04	 0.200	  15.830	 1.0	 0.0804	 0.0000	 8.608e+37	 4.000e+34
    1076	1076	58750.862087196	562.3	 0.9	 2.18	 0.06	 0.220	  11.520	 3.0	 0.0251	 0.0002	 2.688e+37	 1.900e+35
    1077	1077	58750.865324115	564.6	 0.4	 5.54	 0.03	 0.400	  25.330	 1.0	 0.1403	 0.0000	 1.502e+38	 0.000e+00
    1078	1078	58750.865936781	564.8	 0.5	 3.20	 0.20	 0.120	  34.980	 1.4	 0.1119	 0.0000	 1.198e+38	 0.000e+00
    1079	1079	58750.865936808	567.4	 0.4	 2.80	 0.20	 0.150	  30.650	 1.2	 0.0858	 0.0000	 9.187e+37	 2.000e+34
    1080	1080	58750.866604599	566.2	 0.7	 8.54	 0.09	 0.300	   7.720	 0.9	 0.0659	 0.0001	 7.058e+37	 1.100e+35
    1081	1081	58750.868845174	566.6	 0.4	 1.48	 0.03	 0.100	  16.990	 3.2	 0.0251	 0.0001	 2.692e+37	 1.000e+35
    1082	1082	58750.868845200	566.1	 0.7	 4.68	 0.08	 0.140	  12.620	 1.4	 0.0591	 0.0001	 6.322e+37	 1.100e+35
    1083	1083	58750.872682548	566.3	 0.5	 2.21	 0.04	 0.130	  10.790	 1.5	 0.0238	 0.0001	 2.553e+37	 5.000e+34
    1084	1084	58750.875306872	569.2	 0.9	 4.17	 0.04	 0.040	  12.830	 1.0	 0.0535	 0.0000	 5.727e+37	 4.000e+34
    1085	1085	58750.875314446	566.3	 0.4	 3.30	 0.40	 0.050	  12.470	 1.2	 0.0411	 0.0000	 4.405e+37	 4.000e+34
    1086	1086	58750.875896262	563.3	 0.7	 4.87	 0.06	 0.120	   9.650	 1.0	 0.0470	 0.0001	 5.031e+37	 6.000e+34
    1087	1087	58750.876219106	565.2	 0.4	 3.82	 0.04	 0.150	  12.510	 1.1	 0.0478	 0.0000	 5.116e+37	 4.000e+34
    1088	1088	58750.876219131	567.2	 0.8	 2.40	 0.50	 0.120	  13.810	 1.3	 0.0331	 0.0001	 3.548e+37	 6.000e+34
    1089	1089	58750.877520714	566.1	 0.2	 3.15	 0.05	 0.200	  10.020	 1.3	 0.0316	 0.0001	 3.379e+37	 6.000e+34
    1090	1090	58750.877828608	567.4	 0.4	 4.15	 0.06	 0.300	  11.060	 1.2	 0.0459	 0.0001	 4.913e+37	 7.000e+34
    1091	1091	58750.882609781	567.0	 0.4	 3.01	 0.01	 0.450	 132.690	 6.2	 0.3994	 0.0001	 4.275e+38	 0.000e+00
    1092	1092	58750.882609805	567.7	 0.5	 5.99	 0.01	 0.450	  91.330	 4.6	 0.5471	 0.0001	 5.856e+38	 0.000e+00
    1093	1093	58750.885433428	567.7	 0.5	 6.22	 0.04	 0.150	  15.560	 0.8	 0.0968	 0.0000	 1.036e+38	 0.000e+00
    1094	1094	58750.885433500	565.7	 0.5	 6.56	 0.09	 0.100	  16.450	 0.9	 0.1079	 0.0001	 1.155e+38	 0.000e+00
    1095	1095	58750.885898927	566.3	 0.5	10.96	 0.09	 0.180	   3.740	 0.0	 0.0410	 0.0000	 4.388e+37	 4.000e+34
    1096	1096	58750.886283544	569.8	 0.5	 8.86	 0.09	 0.100	   5.757	 0.1	 0.0510	 0.0001	 5.458e+37	 5.000e+34
    1097	1097	58750.889439340	566.9	 0.8	 3.04	 0.04	 0.150	  10.710	 1.2	 0.0326	 0.0000	 3.485e+37	 4.000e+34
    1098	1098	58750.889771748	567.5	 0.4	 3.69	 0.03	 0.400	  20.660	 1.6	 0.0762	 0.0000	 8.161e+37	 5.000e+34
    1099	1099	58750.889771824	565.7	 0.5	 9.38	 0.09	 0.400	   7.340	 0.7	 0.0688	 0.0001	 7.370e+37	 1.300e+35
    1100	1100	58750.890336940	565.9	 0.4	11.59	 0.09	 0.150	   6.210	 0.6	 0.0720	 0.0001	 7.705e+37	 1.000e+35
    1101	1101	58750.891145074	568.8	 0.5	61.56	 0.09	 0.050	  17.990	 6.0	 1.1075	 0.0009	 1.186e+39	 7.000e+36
    1102	1102	58750.893738981	566.4	 0.3	 3.17	 0.03	 0.120	  14.790	 1.0	 0.0469	 0.0000	 5.019e+37	 2.000e+34
    1103	1103	58750.893739005	566.4	 0.5	 3.40	 0.60	 0.190	  14.860	 1.2	 0.0505	 0.0001	 5.409e+37	 7.000e+34
    1104	1104	58750.895322438	565.1	 0.6	 2.33	 0.02	 0.220	  17.830	 1.4	 0.0415	 0.0000	 4.447e+37	 3.000e+34
    1105	1105	58750.895325083	567.7	 0.8	 5.45	 0.03	 0.170	  20.260	 0.8	 0.1104	 0.0000	 1.182e+38	 0.000e+00
    1106	1106	58750.895325158	566.1	 0.4	 2.10	 0.60	 0.170	  17.380	 0.4	 0.0365	 0.0000	 3.907e+37	 2.000e+34
    1107	1107	58750.896021061	566.0	 0.5	 4.02	 0.06	 0.110	   8.469	 0.1	 0.0340	 0.0000	 3.641e+37	 3.000e+34
    1108	1108	58750.896228059	568.9	 0.5	10.10	 0.90	 0.170	  10.383	 0.1	 0.1048	 0.0001	 1.122e+38	 1.000e+35
    1109	1109	58750.896461873	566.0	 0.5	 2.78	 0.04	 0.280	  22.971	 0.2	 0.0640	 0.0001	 6.846e+37	 6.000e+34
    1110	1110	58751.886061116	565.3	 0.6	 2.56	 0.01	 0.200	  47.410	 1.2	 0.1214	 0.0000	 1.299e+38	 0.000e+00
    1111	1111	58751.886150291	566.0	 0.6	 1.75	 0.01	 0.220	  62.560	 1.6	 0.1095	 0.0000	 1.172e+38	 0.000e+00
    1112	1112	58751.886150310	566.1	 0.7	 1.50	 0.20	 0.210	  61.320	 1.5	 0.0920	 0.0000	 9.846e+37	 3.000e+34
    1113	1113	58751.886892685	564.1	 0.4	 4.91	 0.05	 0.210	   9.690	 0.9	 0.0476	 0.0000	 5.093e+37	 5.000e+34
    1114	1114	58751.887993753	568.3	 0.6	 4.27	 0.05	 0.400	   9.660	 0.9	 0.0413	 0.0000	 4.416e+37	 5.000e+34
    1115	1115	58751.888732152	565.5	 0.5	 4.18	 0.06	 0.250	  14.720	 1.0	 0.0615	 0.0001	 6.587e+37	 5.000e+34
    1116	1116	58751.888732186	566.9	 0.3	 1.55	 0.04	 0.260	  10.060	 2.3	 0.0156	 0.0001	 1.669e+37	 1.000e+35
    1117	1117	58751.888923234	565.7	 0.5	 1.17	 0.03	 0.100	   9.560	 1.7	 0.0112	 0.0000	 1.197e+37	 4.000e+34
    1118	1118	58751.889858224	566.2	 0.6	 8.05	 0.09	 0.050	   7.780	 0.8	 0.0626	 0.0001	 6.704e+37	 8.000e+34
    1119	1119	58751.892093079	565.8	 0.4	 4.92	 0.06	 0.050	   7.880	 0.9	 0.0388	 0.0001	 4.150e+37	 5.000e+34
    1120	1120	58751.895291149	565.8	 0.6	 2.33	 0.06	 0.190	  17.820	10.0	 0.0415	 0.0006	 4.445e+37	 6.800e+35
    1121	1121	58751.895291175	566.8	 0.4	 4.27	 0.09	 0.190	  12.890	 3.9	 0.0550	 0.0006	 5.892e+37	 6.800e+35
    1122	1122	58751.896068951	566.0	 0.5	 3.65	 0.05	 0.110	   7.474	 0.1	 0.0273	 0.0000	 2.922e+37	 2.000e+34
    1123	1123	58751.897877857	565.3	 0.5	 4.98	 0.04	 0.150	  12.580	 0.8	 0.0626	 0.0000	 6.706e+37	 3.000e+34
    1124	1124	58751.899080043	569.0	 0.7	16.18	 0.09	 0.060	   6.120	 0.7	 0.0990	 0.0002	 1.060e+38	 2.000e+35
    1125	1125	58751.901850106	566.0	 0.5	 6.08	 0.04	 0.190	  13.820	 0.7	 0.0840	 0.0000	 8.995e+37	 3.000e+34
    1126	1126	58751.901850108	569.2	 0.8	 3.95	 0.04	 0.110	  13.890	 0.4	 0.0549	 0.0000	 5.873e+37	 1.000e+34
    1127	1127	58751.902929247	565.7	 0.4	 3.86	 0.03	 0.160	  13.550	 0.9	 0.0523	 0.0000	 5.599e+37	 3.000e+34
    1128	1128	58751.902929312	567.8	 0.6	 3.20	 0.50	 0.150	  11.890	 1.0	 0.0381	 0.0000	 4.073e+37	 4.000e+34
    1129	1129	58751.904052686	566.0	 0.4	 4.50	 0.40	 0.100	  10.000	 0.8	 0.0450	 0.0000	 4.817e+37	 3.000e+34
    1130	1130	58751.904230597	565.1	 0.6	 6.83	 0.06	 0.200	   8.980	 0.7	 0.0613	 0.0000	 6.566e+37	 4.000e+34
    1131	1131	58751.904324392	567.2	 0.8	 2.43	 0.08	 0.100	   5.250	 1.3	 0.0128	 0.0001	 1.366e+37	 1.000e+35
    1132	1132	58751.905181385	562.4	 0.6	 5.74	 0.04	 0.400	  13.820	 0.8	 0.0793	 0.0000	 8.492e+37	 3.000e+34
    1133	1133	58751.907251453	566.9	 0.4	 3.44	 0.06	 0.100	   6.690	 0.9	 0.0230	 0.0001	 2.464e+37	 5.000e+34
    1134	1134	58751.907359174	566.0	 0.5	 6.15	 0.07	 0.050	   7.230	 0.7	 0.0445	 0.0000	 4.760e+37	 5.000e+34
    1135	1135	58751.909944216	561.5	 0.5	 7.15	 0.09	 0.100	   4.929	 0.0	 0.0353	 0.0000	 3.774e+37	 3.000e+34
    1136	1136	58751.910802356	564.4	 0.5	 3.36	 0.03	 0.100	  11.860	 0.9	 0.0398	 0.0000	 4.266e+37	 2.000e+34
    1137	1137	58751.911106877	564.4	 0.4	 4.41	 0.06	 0.050	   6.400	 0.8	 0.0282	 0.0000	 3.021e+37	 5.000e+34
    1138	1138	58751.913138180	566.2	 0.5	 1.97	 0.01	 0.100	  23.130	 1.2	 0.0456	 0.0000	 4.878e+37	 1.000e+34
    1139	1139	58751.913168389	568.5	 0.9	 6.82	 0.05	 0.160	  11.710	 0.7	 0.0799	 0.0000	 8.549e+37	 3.000e+34
    1140	1140	58751.913168401	565.5	 1.2	 4.80	 0.50	 0.150	  16.230	 0.6	 0.0779	 0.0000	 8.339e+37	 3.000e+34
    1141	1141	58751.913565924	567.8	 0.3	 3.03	 0.03	 0.040	  13.740	 1.1	 0.0416	 0.0000	 4.457e+37	 3.000e+34
    1142	1142	58751.913776590	564.5	 0.5	 3.57	 0.05	 0.400	  11.700	 1.6	 0.0418	 0.0001	 4.471e+37	 9.000e+34
    1143	1143	58751.914470328	566.9	 0.3	 3.82	 0.07	 0.130	   5.640	 0.8	 0.0215	 0.0001	 2.306e+37	 6.000e+34
    1144	1144	58751.917041688	567.8	 0.8	 5.82	 0.07	 0.120	   6.320	 0.7	 0.0368	 0.0000	 3.937e+37	 5.000e+34
    1145	1145	58751.917680922	565.5	 0.6	14.64	 0.09	 0.360	   4.730	 0.5	 0.0693	 0.0001	 7.413e+37	 1.100e+35
    1146	1146	58751.917745156	562.9	 0.7	 3.10	 0.40	 0.100	   7.520	 0.9	 0.0233	 0.0000	 2.496e+37	 4.000e+34
    1147	1147	58751.919463323	566.1	 0.4	 6.39	 0.06	 0.130	   7.520	 0.6	 0.0481	 0.0000	 5.144e+37	 4.000e+34
    1148	1148	58751.919614615	570.0	 0.6	 4.54	 0.04	 0.150	  11.950	 0.8	 0.0542	 0.0000	 5.808e+37	 3.000e+34
    1149	1149	58751.919902150	568.8	 0.7	 4.51	 0.02	 0.300	  17.550	 0.8	 0.0791	 0.0000	 8.473e+37	 2.000e+34
    1150	1150	58751.919902160	564.2	 0.4	 3.41	 0.07	 0.060	  12.450	 0.8	 0.0425	 0.0001	 4.545e+37	 5.000e+34
    1151	1151	58751.920814646	565.1	 0.5	 5.94	 0.07	 0.300	   6.950	 0.7	 0.0413	 0.0000	 4.419e+37	 4.000e+34
    1152	1152	58751.921799633	567.5	 0.6	 1.34	 0.09	 0.100	   3.210	 1.5	 0.0043	 0.0001	 4.605e+36	 1.500e+34
